price
1
1
1
0.8
1
1
0.9793814432989693
0.9588725062234307
0.9588725062234307
0.9588725062234307
0.9588725062234307
0.9588725062234307
0.9896373056994819
1.060229733243109582
"1.12393179352219637"
"3.334271600280879416"
"3.330612291536271559"
